bucket	swift	ts	prev_status	status	coverage	priority	n_fixed	n_remaining	n_new	fixed	remaining	newGaps	notes
A	Sources/EChartsKit/chart/custom/CustomView.swift	upstream/echarts/src/chart/custom/CustomView.ts	major	major	86	medium	5	3	5	The per-state STATES loop (retrieveStateOption + retrieveStyleOptionOnState + updateElOnState) is wired at :1337-1343, so renderItem emphasis/blur/select {style} overrides now reach the element's state objects and hover restyles custom elements ||| applyUpdateTransition / applyLeaveTransition are wired (:658, :303, :1628) against a real 677-line customGraphicTransition implementation, so transition / enterFrom / leaveTo / during prop tweening and fade-out on leave now work ||| style.decal is wired: createOrUpdatePatternFromDecal resolves the decal option into a Pattern and writes it into the bridged path style (:641-653, :1762) ||| api.getZr() and api.getDevicePixelRatio() now forward to the real ExtensionAPI implementations instead of returning nil/1.0 (:1059-1060) ||| Per-state z is wired (updateZForEachState loop at :861-863, writing non-normal z2 onto ensureState(state).props) and the ec4 z2EmphasisLift/z2SelectLift = 1 defaults are written into the highDown side store at createEl (:511-512)	`$mergeChildren: 'byName'` (and the deprecated diffChildrenByName) still falls through to the by-index merge (:1576-1581): a group whose children are reordered or partially removed between renders matches the wrong child, so per-child identity, transitions and names are wrong ||| Legacy ec4 style compat is absent: api.style() returns the raw item visual bag merged with userProps and api.styleEmphasis() returns only userProps (:1105-1122); convertFromEC4CompatibleStyle/isEC4CompatibleStyle are not ported, so ec4-era renderItem code that relies on api.style()/styleEmphasis() gets unstyled (no label/text/itemStyle resolution) elements ||| renderItem params.context is a fresh [:] per datum (:971), so a renderItem that stashes cross-datum state in params.context (upstream shares one object across the render round) sees an empty context every call	Series-level `clip: true` is ignored: render() never calls createClipPath / group.setClipPath (:316-323), so a custom series on cartesian/polar draws outside the coordinate rect instead of being clipped ||| Element reuse does not clear states: the update branch leaves `el.clearStates()` unimplemented (:1279, and textContent at :1490) even though Element.clearStates is ported — a custom element left in emphasis/blur on one render keeps that state applied on the next render ||| `morph: false` is not honoured (doCreateOrUpdateEl :1284-1287 leaves disableMorphing unset), so a renderItem opting out of automatic morphing cannot ||| Attached text is normal-state only: doCreateOrUpdateAttachedTx (:1454-1494) skips per-state textConfig/textContent, so renderItem emphasis.textContent / per-state textConfig never applies ||| Text style bridging drops fontStyle/fontWeight/rich/backgroundColor/padding (:1797), so a renderItem text with bold/italic or rich segments renders in the default weight and without rich formatting	Big improvement over the 2026-07-17 grade (transitions, keyframe animation, per-state styles, decal, per-element clipPath, group child reuse-by-index all landed). STALE-MARKER: CustomView.swift:55 lists 'the clipPath handling (doCreateOrUpdateClipPath, group createClipPath)' as DEFERRED while doCreateOrUpdateClipPath is fully implemented at :1387-1416 (only the GROUP-level series clip is really missing). STALE-MARKER: CustomView.swift:222-231 says the copyElement/recreate path is 'DEFERRED here' although doesElNeedRecreate + the replaceAt recreate path are live (:1260-1267, :1353-1356); what copyElement actually omits is the style copy. STALE-MARKER: CustomView.swift:1279 and :1490 say 'states DEFERRED, no-op' in a file whose states machinery is otherwise fully wired.
A	Sources/EChartsKit/chart/effectScatter/EffectScatterView.swift	upstream/echarts/src/chart/effectScatter/EffectScatterView.ts	major	minor	93	low	5	1	0	createSymbolDrawOpt now builds the clipShape from createCoordSysClipAreaSimply and bridges it to SymbolClipShape (:245-258), so the clip:true default really clips ripples outside the coord area ||| updateTransform is ported (:195-214): it dirties the group, re-runs pointsLayout('').reset(...).progress over the whole data so setItemLayout (the brush hit region) follows roam, then calls _symbolDraw.updateLayout, and returns false so the driver does not fall back to a full re-render ||| _updateGroupTransform is ported (:226-233) with matrix.clone(coordSys.getRoamTransform()) + decomposeTransform (dead in upstream too — nothing calls it) ||| remove() is overridden and calls _symbolDraw.remove(true) (:236-238) ||| geo and singleAxis coordinate systems are now handled (:119-149) alongside cartesian2d/polar/calendar, each with the stackResultDimension substitution, so effectScatter renders on geo maps and single axes	effectScatter on a `matrix` coordinate system still hits the else-branch early return (:150-153) and renders nothing at all — no symbols, no ripples, no error		STALE-MARKER: EffectScatterView.swift:17, :22-23, :83 and :151 all say the matrix coord system is 'not ported', but Sources/EChartsKit/coord/matrix/Matrix.swift exists and is a full coordinate system (CustomView even dispatches to matrixPrepareCustom). The gap is only that this view's per-coord-system pointAt switch has no Matrix branch, so the fix is a few lines, not a coord-system port. Remaining deviation (not a gap): drawing positions are computed inline via getSymbolPoint rather than read back from pointsLayout's item layout — same dims and the same stacked-dimension substitution, so values match.
A	Sources/EChartsKit/chart/effectScatter/effectScatterInstall.swift	upstream/echarts/src/chart/effectScatter/install.ts	minor	parity	100	none	1	0	0	"registerLayout(layoutPoints('effectScatter')) is now wired: core/ECharts.swift:2157 runs runSeriesStageHandler(pointsLayout(""effectScatter""), ecModel, api) in the layout section, so per-datum setItemLayout exists and brush selection over an effectScatter works"			"Documentation-only file per the driver convention; all three upstream registrations verified live in core/ECharts.swift (series model in installOnce, ""effectScatter"": { EffectScatterView() } at :1323, points layout stage at :2157). The view additionally re-runs the same stage from updateTransform so the brush region tracks roam."
A	Sources/EChartsKit/chart/funnel/FunnelView.swift	upstream/echarts/src/chart/funnel/FunnelView.ts	minor	parity	96	low	2	0	1	setLabelLineStyle(polygon, getLabelLineStatesModels(itemModel), {stroke: visualColor}) is wired as the last statement of funnelUpdateLabel (:393-407) against the real labelGuideHelper implementation, so the leader line's per-state show/ignore, smoothing, lineStyle and mandatory fill:null now apply instead of a single inline stroke ||| polygon.textGuideLineConfig.anchor is now set from linePoints[0] (:358-362), restoring the label-guide anchor/turn-point machinery		Latent crash: in the diff .update branch the previous graphic el is downcast with `as? Polygon` and then force-unwrapped inside funnelPieceUpdateData (`polygon = polygonIn!`, :188) — a datum whose previous render produced no piece (getItemLayout returned nil/points missing, so add() returned early without setItemGraphicEl) SIGTRAPs on the next update instead of rebuilding the piece	"Both recorded gaps are genuinely closed; labelGuideHelper.setLabelLineStyle/getLabelLineStatesModels are real implementations (labelGuideHelper.swift:573/:716), not stubs. Remaining behavioural deltas are cosmetic: on firstCreate the label x/y is assigned directly rather than through updateProps (upstream calls updateProps unconditionally, which on a brand-new text is equivalent), and the piece is given name=""item"" which upstream leaves unset. The 'deferred subsystems' banner at :62-74 is now self-consistent with the code."
A	Sources/EChartsKit/chart/gauge/GaugeView.swift	upstream/echarts/src/chart/gauge/GaugeView.ts	major	minor	92	medium	5	1	1	roundCap now selects SausagePath instead of Sector at both sites — axisLine colour bands (:277-304) and progress arcs (:649-670) — so roundCap:true renders round caps ||| detail valueAnimation count-up is driven: labelStyle.setLabelValueAnimation + labelStyle.animateLabelValue are called per datum, gated on seriesModel.isAnimationEnabled() (:958-970), against real implementations in labelStyle.swift ||| formatLabel now honours a function formatter (:102-110) in addition to the '{value}' string replacement ||| title/detail/axisLabel text is built through labelStyle.createTextStyle via the gaugeTextStyle adapter (:1094-1108), restoring textBorder/shadow/rich/color resolution that the old font+fill-only stand-in dropped ||| Emphasis wiring landed alongside: z2EmphasisLift=0 + setStatesStylesFromModel + toggleHoverEmphasis on both pointer and progress (:775-779, :792-796)	`pointer.icon` (and `anchor.icon`) of `image://` form CRASHES rather than rendering: symbol.createSymbol returns a ZRImage (a Displayable, not a Path) and both call sites force-cast `as! Path` (:613-621, :829-837); upstream's `pointer instanceof ZRImage` useStyle branch is also still absent (:757)	A function formatter is only recognised when it is exactly a Swift `(Double) -> String` closure (:107); a formatter callback stored with any other signature silently yields the raw number string instead of erroring	Four of five recorded gaps are genuinely closed. STALE-MARKER: GaugeView.swift:34-35 says 'util/states.swift is ported; emphasis/blur/focus states just aren't wired here yet' while setStatesStylesFromModel/toggleHoverEmphasis are called for pointer and progress at :775-796. The image:// force-cast is the top remaining item: it is a hard SIGTRAP, not a missing feature (matches the repo's documented force-unwrap liability class). The port-only static-reuse machinery (_staticGroup/_staticSig keyed on a signature of series.option minus data/animation keys) is a documented deviation used to keep pointer identity across refreshes; it is not reachable as a staleness bug on the paths checked (dead chart views are disposed rather than remove()d), but it means any static-geometry change that does not show up in seriesModel.option would not rebuild the ring/ticks/labels.
A	Sources/EChartsKit/chart/graph/GraphSeries.swift	upstream/echarts/src/chart/graph/GraphSeries.ts	minor	parity	97	low	3	0	2	beforeLink's nodeData.wrapMethod('getItemModel') is a real injection now (:291-307) and SeriesData actually threads it (_getItemModelInjections, applied in getItemModel at SeriesData.swift:1074 and transferred by transferProperties), so per-category parentModel reparenting works and category itemStyle/label inheritance applies to nodes ||| edgeData's label->edgeLabel redirect is implemented via the GraphEdgeLabelItemModel / GraphEdgeLabelChildModel subclasses overriding resolveParentPath (+ re-wrapping each produced child model), and Model.getModel/get really consult resolveParentPath (Model.swift:201, :301), so edge model reads of 'label' resolve against series `edgeLabel` for models, not just for GraphView's label text ||| mergeDefaultAndTheme now performs defaultEmphasis(option,'edgeLabel',['show']) inline against the option bag (:218-238), writing back to self.option (which is what super.mergeDefaultAndTheme also mutates), so the edgeLabel emphasis `show` default is applied		__ownRoamView() returns the coordinateSystem unfiltered (:479-487) instead of `isViewCoordSys(coordSys) && coordSys`, so a graph series on geo/cartesian would report itself as owning a roam View (only latent today: RoamHostModel conformance is not declared and no caller consumes it) ||| defaultOption adds width:'80%' / height:'80%' which upstream leaves commented out (:536-537), so the graph view rect is inset to 80% of the container — node positions differ from upstream for every graph chart (documented as a deliberate compensation for edge clipping)	All three recorded gaps are genuinely closed and the supporting infrastructure was verified (SeriesData.wrapMethod really stores and fires getItemModel injections; Model.resolveParentPath is consulted by both get and getModel). Remaining force-unwraps mirror upstream optimistic typing but are latent SIGTRAPs: getGraph() does `getData().graph!` (:354) and formatTooltip force-unwraps getEdgeByIndex (:388). Option-bag nulls are stored as NSNull() for layout/force.initLayout/center, which is key-present-faithful but diverges for any reader using `!= nil` instead of a truthiness helper (flagged in-file as POTENTIAL-BUG).
A	Sources/EChartsKit/chart/graph/GraphView.swift	upstream/echarts/src/chart/graph/GraphView.ts	major	major	75	medium	3	6	0	_startForceLayoutIteration is now fully wired (render reads seriesModel.forceLayout + force.layoutAnimation, drives a boxed self-referencing step closure with a setTimeout(16) animated branch and an iterative synchronous settle fallback, cancels on re-render/remove) — layout:'force' graphs now iterate and converge ||| circular rotateLabel is wired: render computes circularRotateLabel + cx/cy and calls rotateNodeLabel per node (circularLayoutHelper.swift sets textConfig rotation/position/origin and the emphasis textConfig), so circular-layout node labels rotate radially and label.rotate applies for every layout ||| roam pan/zoom is now usable end-to-end (not via GraphView itself): GraphViewCoordSys carries a roam center/zoom OVERALL transform + applyRoamPayload, roamHelperGraph.updateGraphRoamControllerSimply dispatches 'graphRoam', and EChartsView._setupGraphRoam enables the RoamController on the live zr	edgeSymbol from/toSymbol arrow markers are still never drawn: edges are built inline as bare ZRenderKit Line/BezierCurve rather than through ECLine/LineDraw, so a directed graph configured with edgeSymbol:['none','arrow'] shows no arrowheads ||| node draggable is entirely unwired — no el.on('drag'/'dragend') and no setDraggable anywhere in chart/graph, so dragging a node never moves it, never warms up / fixes the force layout, and never re-runs circularLayout or simpleLayoutEdge ||| _renderThumbnail / _getThumbnailInfo / _updateThumbnailWindow are absent (thumbnailBridge unported) — a graph with a thumbnail/minimap component renders no minimap and no roam window indicator ||| _updateNodeAndLinkScale (setSymbolScale(getNodeGlobalScale)) is missing, so nodeScaleRatio is ignored: on roam zoom node symbols and edge widths do not get the upstream size compensation ||| __updateOnOwnRoam is not implemented, so a roam payload takes the full re-render path instead of the transform-only update, and api.updateLabelLayout() is never called on zoom (label layout is not refreshed after a zoom) ||| edge labels only support the 'middle' placement; edgeLabel.position start/end/insideStart/insideMiddle/insideEnd all collapse to the midpoint placement		"STALE-MARKER: GraphView.swift:25-27 says ""The node symbol is built inline with symbol.createSymbol … SymbolDraw's enter/update/leave diff + SymbolClz reuse are DEFERRED"" but the code at :113/:239 owns a persistent SymbolDraw and calls _symbolDraw.updateData(data, nodeOpt) (the real diff). STALE-MARKER: GraphView.swift:32-34/:73/:425 say roam is DEFERRED/not wired; graph roam IS live via GraphViewCoordSys.applyRoamPayload + roamHelperGraph + EChartsView._setupGraphRoam — only GraphView's own controller/__updateOnOwnRoam fast path is missing. Genuinely accurate markers: :334-337 (from/toSymbol), :424 (_updateNodeAndLinkScale), :426 (draggable), :447 (thumbnail). Force-layout deviation that is faithful in effect: the still-frame/headless branch settles synchronously (probes api.getZr() lazily then falls back to the global animation flag) instead of scheduling frames."
A	Sources/EChartsKit/chart/graph/createView.swift	upstream/echarts/src/chart/graph/createView.ts	minor	minor	92	low	2	2	0	getViewRect now calls layout.applyPreserveAspect(seriesModel, viewRect, aspect) after getLayoutRect, so preserveAspect / preserveAspectAlign / preserveAspectVerticalAlign are honoured and the view rect keeps the node-bbox aspect ratio ||| the stand-in coord system no longer confuses data and pixel space: GraphViewCoordSys.getBoundingRect() returns the DATA box (boxX/boxY/boxW/boxH) while getViewRect() returns the pixel rect, and dataToPoint applies the raw box→rect map composed with the roam transform — circular layouts are no longer double-transformed	still not registered through injectCoordSysByOption + createViewCoordSysSimply: a GraphViewCoordSys stand-in is assigned directly onto seriesModel.coordinateSystem, so the graph's 'view' coord system is invisible to the CoordinateSystemManager (nothing else can look it up as a registered coord sys, and coordSysProvider-driven rebuilds do not happen) ||| pointToData(point) returns the pixel point unchanged (no inverse of the box→rect + roam transform), so any consumer that converts a screen point back to graph data space (e.g. the upstream circular drag path, brush/containPoint-style hit math in data space) gets wrong coordinates		The bbox/aspect/NaN-fallback computation is byte-faithful, including the deliberate NaN seeding of min/max so the empty-points case reproduces upstream's isNaN(aspect) view-rect fallback. toNumber reproduces +null==0 vs +undefined==NaN. No stale markers found: the PORT-NOTEs at :42-53 correctly state the stand-in is used even though View/roamHelper are ported.
A	Sources/EChartsKit/chart/graph/forceLayout.swift	upstream/echarts/src/chart/graph/forceLayout.ts	minor	parity	98	none	1	0	0	the 1500-iteration synchronous settle loop is gone; the stage now performs upstream's single forceInstance.step() and leaves the iteration to GraphView._startForceLayoutIteration, so the first frame is the first-step layout exactly like upstream			Function-by-function faithful: preservedPoints re-init, initLayout none/circular branches, repulsion/edgeLength normalize+swap, linearMap NaN fallbacks, retrieve3 curveness with -getCurvenessForEdge, ignoreForceLayout, beforeStep fixed-node write-back, afterStep node/edge layout + curveness control point. Two Optional-guard deviations (a node whose p is nil is skipped instead of trapping, and its id is not written into preservedPoints) — safer than upstream, not user-visible. Swift value-semantics compensation: afterStep republishes the mutated preservedPoints dictionary onto the series each step, which is required now that most steps run later from the view.
A	Sources/EChartsKit/chart/helper/EffectSymbolElement.swift	upstream/echarts/src/chart/helper/EffectSymbol.ts	minor	parity	95	low	3	0	1	updateRipplePath now honours `rippleEffectColor || color`: a non-empty rippleEffect.color is bridged via zrPaintFromStyleValue and overrides the symbol fill for the rings ||| rippleGroup.rotation = (symbolRotate || 0) * PI/180 is applied in updateData, so the ripple rings rotate with the symbol ||| fadeOut(cb) is overridden to fire the callback immediately (no base-symbol fade tween), matching upstream EffectSymbol.fadeOut		Because this port makes EffectSymbol a subclass of Symbol (rather than a Group holding a SymbolClz), a symbolType change on a REUSED element makes Symbol._createSymbol call self.removeAll(), which also destroys the rippleGroup at childAt(1); updateData's `guard childAt(1)` then bails, so that point's ripple effect disappears permanently until the element is recreated (upstream's removeAll only touches the inner SymbolClz's children). Likely pre-existing rather than introduced by this campaign.	Two harmless deviations: (a) upstream's `rippleGroup.traverse(setStyle('fill', color))` right after setScale is omitted, but updateRipplePath (called from start/updateEffectAnimation) sets fill/stroke afterwards so the end state matches; (b) upstream assigns `this._effectCfg = effectCfg` unconditionally at the end (even in the showEffectOn!=='render' branch) while the port leaves it nil there — the port's behaviour is strictly better on an 'emphasis'→'render' flip. Port addition: lineWidth=1 forced for brushType 'stroke' rings (not upstream, keeps stroke ripples visible). No stale markers.
A	Sources/EChartsKit/chart/helper/SymbolElement.swift	upstream/echarts/src/chart/helper/Symbol.ts	minor	minor	95	low	3	0	4	the ZRImage branch of _updateCommon is implemented: an `image://` symbol is created by symbol.createSymbol, added as the Group child (the guard was widened from Path to Displayable), and re-styled through symbolImageStyleFromDict (image/x/y/width/height overlaid with the item visual style bag, blank base so stale props reset) ||| fadeOut is fully ported: it silences the group and path, honours opt.fadeLabel (removeElement on the textContent with a style.opacity→0 tween and removeTextContent callback) or removes the text immediately, and removes the symbol with style.opacity→0 plus scaleX/scaleY→0 and the dataIndex/removeOpt animation options ||| the __isEmptyBrush clone branch is behaviourally satisfied: barStyleFromDict builds a fresh PathStyleProps on every call and ECSymbol.setColor mutates only that copy, so an empty symbol's fill/stroke swap can no longer corrupt the shared visual-storage style		State styles on an `image://` symbol are inert: emphasis/select/blur styles and toggleHoverEmphasis write the inherited Displayable.style while ZRImage renders from imageStyle (one-way sync), so hovering or selecting an image symbol produces no visual change (tracked in-file as ZRenderKit/Image.ZRImage.stateStyleSync) ||| getSymbolPath() still returns Path?, so it yields nil for an image symbol — LineView's symbol label fade, circularLayoutHelper's label setTextConfig/emphasis rotation and TreeView silently skip image symbols ||| the enter animation for an image symbol scales in without the style.opacity 0→opacity fade (ZRImage has no imageStyle animation accessor), and its leave animation likewise only scales to 0 ||| setColor is only invoked when the item visual fill resolves to a color string, so an empty symbol (e.g. emptyCircle) whose fill is a gradient or pattern never gets the fill/stroke swap and renders filled instead of hollow	Everything else is faithful function-for-function (createSymbol at -1,-1,2,2, z2 retrieve2 100, culling, drift rewrite, saveOldStyle on reuse, liftZ/_z2 restore, label states, hoverScale null/true/finite>0 branches, setSymbolScale(1), toggleHoverEmphasis on the group). The in-file PORT-TODOs at :125 and :405 are accurate, not stale.
A	Sources/EChartsKit/chart/line/LineView.swift	upstream/echarts/src/chart/line/LineView.ts	minor	minor	97	low	1	2	0	the animationDuration / animationDelay callback (per-index function) form is now modeled in _initSymbolLabelAnimation: a seriesDuration typed AnimationDurationCallback is invoked with null (NaN) for the series-level value, and a seriesDelay typed AnimationDelayCallback is invoked per index (cb(idx)) instead of the numeric-only (duration*ratio + delay) path	`disableLabelAnimation = true` is still not written on the symbol path (_initSymbolLabelAnimation) or the polyline (_initOrUpdateEndLabel); today this is inert because no concrete element conforms to the ECElement protocol AND label/LabelManager.swift has no _animateLabels consumer, but symbol/end labels will animate where upstream suppresses it as soon as label animation lands ||| triggerLineEvent's __DEV__ warnDeprecated warning is omitted (behaviourally inert — no user-visible effect, only a missing deprecation console message)		Verified the two remaining items really are inert today: grep of Sources/EChartsKit/label/LabelManager.swift finds no _animateLabels and no disableLabelAnimation reader. The PORT-TODOs at :1248 and :1287 accurately describe the state of the code (not stale). The render() PORT-NOTE at :656 about only cartesian2d+polar being handled matches upstream, which also only supports those two for line series.
A	Sources/EChartsKit/chart/lines/LinesView.swift	upstream/echarts/src/chart/lines/LinesView.ts	major	major	78	high	3	5	0	the `clip` option is wired: applyClipPath() reads seriesModel.get('clip', true), builds createClipPath(coordSys, false, seriesModel) and does group.setClipPath / removeClipPath, and it is called on every return path including the no-coord-system early exit ||| large mode is wired: the view reads seriesModel.pipelineContext.large (the same source linesLayout branches on), lazily creates a LargeLineDraw, calls updateData(data) against the packed linesPoints buffer produced by the linesLayout stage, warns in __DEV__ that large lines do not support effect, and discards the LineDraw on each mode flip so the next diff enters elements fresh ||| for the straight/curved (non-polyline) mode the view now routes through the shared LineDraw → ECLine, which supplies fromSymbol/toSymbol end symbols (SYMBOL_CATEGORIES loops driven by the fromSymbol/toSymbol/…Size visuals), per-line setLabelStyle and toggleHoverEmphasis with emphasis/blur/select lineStyle, plus enter grow (percent 0→1) and merge-mode shape morphing	only Cartesian2D is rendered: the `guard let coord = coordinateSystem as? Cartesian2D` at :150 drops geo and polar lines to resetPersistentElements() + return, so geo-based lines series (the flagship use case — airline/migration maps) still draw nothing even though linesLayout does lay them out ||| incrementalPrepareRender / incrementalRender are not overridden, so a progressive lines series is never rendered in chunks (LineDraw's incrementalPrepareUpdate/incrementalUpdate are ported but unreachable from the view) ||| updateTransform is not overridden, so a roam/zoom on a lines series forces the full update path instead of re-running linesLayout + lineDraw.updateLayout(), and _clearLayer's motion-blur clear on drag/zoom never happens ||| eachRendered is not overridden, so callers that walk the view's rendered elements (SSR/labels/large-mode traversal) see nothing for a lines series ||| the polyline (N-point) branch still uses the inline finishBuildLine path: no fromSymbol/toSymbol markers, no per-line label and no emphasis/blur/select states, so polyline:true lines are inert on hover and unlabeled		"STALE-MARKER: LinesView.swift:50 and :144-145 say ""the `clip` option is not wired in this static view (no clip path set)"" while applyClipPath() at :439 does exactly that. STALE-MARKER: LinesView.swift:136-139 describes the port as skipping ""the draw helper"" and adding ""one shape per item to this.group (rebuilt from scratch each render)"" — the non-polyline path now drives the shared LineDraw with persistent diffed elements. STALE-MARKER: LinesView.swift:32-33/:37 header says the EffectLine/EffectPolyline effect is deferred, then correctly notes it is wired (self-contradictory header). Accurate markers: :57/:61/:488 (incremental/updateTransform/eachRendered), :147-149 (polar/geo), :455 (finishBuildLine deferrals)."
